Sample in Buffer,Sample in Window,TRIGGER,staged_mac_bd_i/system_ila_0/inst/net_slot_0_axis_tdata[31:0],staged_mac_bd_i/system_ila_0/inst/net_slot_0_axis_tid[7:0],staged_mac_bd_i/system_ila_0/inst/net_slot_0_axis_tvalid,staged_mac_bd_i/system_ila_0/inst/net_slot_0_axis_tready,staged_mac_bd_i/system_ila_0/inst/net_slot_0_axis_tlast,staged_mac_bd_i/system_ila_0/inst/net_slot_1_axis_tdata[31:0],staged_mac_bd_i/system_ila_0/inst/net_slot_1_axis_tid[7:0],staged_mac_bd_i/system_ila_0/inst/net_slot_1_axis_tvalid,staged_mac_bd_i/system_ila_0/inst/net_slot_1_axis_tready,staged_mac_bd_i/system_ila_0/inst/net_slot_1_axis_tlast,Interface_(i1:s0)_(axi_fifo_mm_s_0_AXI_STR_TXD)[2:0],Interface_(i1:s1)_(piped_mac_0_MO_AXIS)[2:0],T_Channel_(i1:s0)_(axi_fifo_mm_s_0_AXI_STR_TXD)[2:0],T_Channel_(i1:s1)_(piped_mac_0_MO_AXIS)[2:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
914,914,0,bd06379a,00,1,1,0,3dbf1c93,00,0,1,0,"Active","_","Stream Beat","_"
915,915,0,bd06379a,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
916,916,0,bd06379a,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
917,917,0,bd06379a,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
918,918,0,bd06379a,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
919,919,0,bd06379a,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
920,920,0,bd06379a,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
921,921,0,bd06379a,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
922,922,0,bd06379a,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
923,923,0,bd06379a,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
924,924,0,bd06379a,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
925,925,0,bd06379a,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
926,926,0,bd06379a,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
927,927,0,bd06379a,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
928,928,0,bd06379a,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
929,929,0,bd06379a,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
930,930,0,bd06379a,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
931,931,0,bd06379a,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
932,932,0,bd06379a,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
933,933,0,bd06379a,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
934,934,0,bd06379a,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
935,935,0,3f1f9fa0,00,1,1,0,3dbf1c93,00,0,1,0,"Active","_","Stream Beat","_"
936,936,0,3f1f9fa0,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
937,937,0,3f1f9fa0,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
938,938,0,3f1f9fa0,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
939,939,0,3f1f9fa0,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
940,940,0,3f1f9fa0,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
941,941,0,3f1f9fa0,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
942,942,0,3f1f9fa0,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
943,943,0,3f1f9fa0,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
944,944,0,3f1f9fa0,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
945,945,0,3f1f9fa0,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
946,946,0,3f1f9fa0,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
947,947,0,3f1f9fa0,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
948,948,0,3f1f9fa0,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
949,949,0,3f1f9fa0,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
950,950,0,3f1f9fa0,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
951,951,0,3f1f9fa0,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
952,952,0,3f1f9fa0,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
953,953,0,3f1f9fa0,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
954,954,0,3f1f9fa0,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
955,955,0,3b8365ba,00,1,1,0,3dbf1c93,00,0,1,0,"Active","_","Stream Beat","_"
956,956,0,3b8365ba,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
957,957,0,3b8365ba,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
958,958,0,3b8365ba,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
959,959,0,3b8365ba,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
960,960,0,3b8365ba,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
961,961,0,3b8365ba,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
962,962,0,3b8365ba,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
963,963,0,3b8365ba,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
964,964,0,3b8365ba,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
965,965,0,3b8365ba,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
966,966,0,3b8365ba,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
967,967,0,3b8365ba,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
968,968,0,3b8365ba,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
969,969,0,3b8365ba,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
970,970,0,3b8365ba,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
971,971,0,3b8365ba,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
972,972,0,3b8365ba,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
973,973,0,3b8365ba,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
974,974,0,3b8365ba,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
975,975,0,3b8365ba,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
976,976,0,3b8365ba,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
977,977,0,3b8365ba,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
978,978,0,3b8365ba,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
979,979,0,3f23a3a4,00,1,1,0,3dbf1c93,00,0,1,0,"Active","_","Stream Beat","_"
980,980,0,3f23a3a4,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
981,981,0,3f23a3a4,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
982,982,0,3f23a3a4,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
983,983,0,3f23a3a4,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
984,984,0,3f23a3a4,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
985,985,0,3f23a3a4,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
986,986,0,3f23a3a4,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
987,987,0,3f23a3a4,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
988,988,0,3f23a3a4,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
989,989,0,3f23a3a4,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
990,990,0,3f23a3a4,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
991,991,0,3f23a3a4,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
992,992,0,3f23a3a4,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
993,993,0,3f23a3a4,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
994,994,0,3f23a3a4,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
995,995,0,3f23a3a4,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
996,996,0,3f23a3a4,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
997,997,0,3f23a3a4,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
998,998,0,3f23a3a4,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
999,999,0,bd537055,00,1,1,0,3dbf1c93,00,0,1,0,"Active","_","Stream Beat","_"
1000,1000,0,bd537055,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
1001,1001,0,bd537055,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
1002,1002,0,bd537055,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
1003,1003,0,bd537055,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
1004,1004,0,bd537055,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
1005,1005,0,bd537055,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
1006,1006,0,bd537055,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
1007,1007,0,bd537055,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
1008,1008,0,bd537055,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
1009,1009,0,bd537055,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
1010,1010,0,bd537055,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
1011,1011,0,bd537055,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
1012,1012,0,bd537055,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
1013,1013,0,bd537055,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
1014,1014,0,bd537055,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
1015,1015,0,bd537055,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
1016,1016,0,bd537055,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
1017,1017,0,bd537055,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
1018,1018,0,bd537055,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
1019,1019,0,bd537055,00,0,1,0,3dbf1c93,00,0,1,0,"_","_","_","_"
1020,1020,0,3f4ececf,00,1,1,0,3dbf1c93,00,0,1,0,"Active","_","Stream Beat","_"
1021,1021,0,3f4ececf,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
1022,1022,0,3f4ececf,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
1023,1023,0,3f4ececf,00,0,0,0,3dbf1c93,00,0,1,0,"_","_","_","_"
